Datetime,Open,High,Low,Close,Volume
2026-02-13 09:30:00-05:00,187.46499633789062,187.47000122070312,182.17999267578125,184.0800018310547,36099600
2026-02-13 10:30:00-05:00,184.05999755859375,185.17999267578125,182.30130004882812,183.59500122070312,16832869
2026-02-13 11:30:00-05:00,183.58999633789062,184.7100067138672,183.0850067138672,184.5500030517578,9913912
2026-02-13 12:30:00-05:00,184.55999755859375,184.97999572753906,183.4600067138672,184.22000122070312,8906348
2026-02-13 13:30:00-05:00,184.24000549316406,184.86000061035156,183.55999755859375,183.69000244140625,6974694
2026-02-13 14:30:00-05:00,183.72000122070312,184.27999877929688,182.0500030517578,182.30589294433594,11523863
2026-02-13 15:30:00-05:00,182.2949981689453,183.1199951171875,181.58999633789062,182.78500366210938,11695004
2026-02-17 09:30:00-05:00,181.72000122070312,183.4199981689453,179.17999267578125,180.41000366210938,27099755
2026-02-17 10:30:00-05:00,180.39999389648438,184.3699951171875,179.27000427246094,183.5800018310547,18859264
2026-02-17 11:30:00-05:00,183.57000732421875,184.75,183.19000244140625,184.7050018310547,12755043
2026-02-17 12:30:00-05:00,184.7449951171875,185.5,183.6199951171875,185.35000610351562,12008333
2026-02-17 13:30:00-05:00,185.36000061035156,186.4499053955078,185.0,186.41700744628906,10075969
2026-02-17 14:30:00-05:00,186.42999267578125,187.14999389648438,185.3300018310547,185.4250030517578,11583987
2026-02-17 15:30:00-05:00,185.3800048828125,185.5,184.36000061035156,184.97999572753906,9243775
2026-02-18 09:30:00-05:00,188.75,190.2299041748047,187.35000610351562,189.77569580078125,45553682
2026-02-18 10:30:00-05:00,189.77000427246094,190.3699951171875,189.25,189.77499389648438,0
2026-02-18 11:30:00-05:00,189.77000427246094,189.9550018310547,188.66000366210938,189.139892578125,11122908
2026-02-18 12:30:00-05:00,189.139892578125,189.69500732421875,188.89500427246094,188.94000244140625,6705103
2026-02-18 13:30:00-05:00,188.94000244140625,189.12989807128906,188.1999969482422,188.56419372558594,9756650
2026-02-18 14:30:00-05:00,188.55499267578125,188.6699981689453,186.75999450683594,186.97000122070312,13920476
2026-02-18 15:30:00-05:00,186.9600067138672,188.5,186.91000366210938,187.88999938964844,55898935
2026-02-19 09:30:00-05:00,187.02999877929688,188.2899932861328,185.66000366210938,187.6190948486328,20569888
2026-02-19 10:30:00-05:00,187.61000061035156,188.42999267578125,186.9199981689453,187.30999755859375,12628047
2026-02-19 11:30:00-05:00,187.3300018310547,187.7899932861328,186.39999389648438,186.6300048828125,9760430
2026-02-19 12:30:00-05:00,186.6199951171875,186.6750030517578,185.7899932861328,186.19940185546875,8553635
2026-02-19 13:30:00-05:00,186.17999267578125,187.05999755859375,186.15939331054688,186.52999877929688,7010595
2026-02-19 14:30:00-05:00,186.52149963378906,187.06500244140625,186.3625946044922,186.79510498046875,7527474
2026-02-19 15:30:00-05:00,186.7899932861328,187.93899536132812,186.72000122070312,187.88999938964844,6612222
2026-02-20 09:30:00-05:00,186.52000427246094,189.33999633789062,185.93780517578125,187.81500244140625,27799788
2026-02-20 10:30:00-05:00,187.83999633789062,190.3300018310547,187.51499938964844,188.7949981689453,19072274
2026-02-20 11:30:00-05:00,188.7949981689453,190.1999969482422,187.6300048828125,187.94000244140625,46063358
2026-02-20 12:30:00-05:00,187.93499755859375,188.97999572753906,187.86000061035156,188.67999267578125,11926040
2026-02-20 13:30:00-05:00,188.6999969482422,190.08999633789062,188.3300018310547,189.36500549316406,11532581
2026-02-20 14:30:00-05:00,189.36000061035156,189.88999938964844,188.94000244140625,189.4199981689453,8798931
2026-02-20 15:30:00-05:00,189.42999267578125,190.0,189.3699951171875,189.8300018310547,7619446
