Datetime,Open,High,Low,Close,Volume
2026-02-19 14:00:00-05:00,186.72000122070312,187.05999755859375,186.33030700683594,186.52999877929688,3732181
2026-02-19 14:30:00-05:00,186.52149963378906,187.0,186.3625946044922,186.5500946044922,3596683
2026-02-19 15:00:00-05:00,186.55029296875,187.06500244140625,186.5449981689453,186.79510498046875,3930791
2026-02-19 15:30:00-05:00,186.7899932861328,187.93899536132812,186.72000122070312,187.88999938964844,6612222
2026-02-20 09:30:00-05:00,186.52000427246094,188.6999969482422,185.93780517578125,187.64999389648438,15359680
2026-02-20 10:00:00-05:00,187.65499877929688,189.33999633789062,186.5800018310547,187.81500244140625,12440108
2026-02-20 10:30:00-05:00,187.83999633789062,190.17999267578125,187.51499938964844,190.0449981689453,10729569
2026-02-20 11:00:00-05:00,190.02999877929688,190.3300018310547,188.57000732421875,188.7949981689453,8342705
2026-02-20 11:30:00-05:00,188.7949981689453,190.1999969482422,188.60000610351562,189.7899932861328,6991239
2026-02-20 12:00:00-05:00,189.77999877929688,189.8800048828125,187.6300048828125,187.94000244140625,39072119
2026-02-20 12:30:00-05:00,187.93499755859375,188.77000427246094,187.86000061035156,188.72000122070312,6945310
2026-02-20 13:00:00-05:00,188.69000244140625,188.97999572753906,188.16000366210938,188.67999267578125,4980730
2026-02-20 13:30:00-05:00,188.6999969482422,189.9199981689453,188.3300018310547,189.81260681152344,6931209
2026-02-20 14:00:00-05:00,189.8300018310547,190.08999633789062,189.23500061035156,189.36500549316406,4601372
2026-02-20 14:30:00-05:00,189.36000061035156,189.52499389648438,188.94000244140625,189.26510620117188,4444209
2026-02-20 15:00:00-05:00,189.27000427246094,189.88999938964844,189.1999969482422,189.4199981689453,4354722
2026-02-20 15:30:00-05:00,189.42999267578125,190.0,189.3699951171875,189.8300018310547,7619446
