Datetime,Open,High,Low,Close,Volume
2026-02-13 09:30:00-05:00,187.46499633789062,187.47000122070312,182.25999450683594,182.41000366210938,23964858
2026-02-13 10:00:00-05:00,182.39999389648438,184.5,182.17999267578125,184.0800018310547,12134742
2026-02-13 10:30:00-05:00,184.05999755859375,185.17999267578125,182.30130004882812,183.2899932861328,10329575
2026-02-13 11:00:00-05:00,183.31500244140625,183.9499969482422,182.8000030517578,183.59500122070312,6503294
2026-02-13 11:30:00-05:00,183.58999633789062,184.16000366210938,183.0850067138672,183.83999633789062,5445871
2026-02-13 12:00:00-05:00,183.83999633789062,184.7100067138672,183.66000366210938,184.5500030517578,4468041
2026-02-13 12:30:00-05:00,184.55999755859375,184.97999572753906,183.97000122070312,183.98500061035156,4350056
2026-02-13 13:00:00-05:00,183.97999572753906,184.55999755859375,183.4600067138672,184.22000122070312,4556292
2026-02-13 13:30:00-05:00,184.24000549316406,184.86000061035156,184.0399932861328,184.20509338378906,3461897
2026-02-13 14:00:00-05:00,184.2050018310547,184.27999877929688,183.55999755859375,183.69000244140625,3512797
2026-02-13 14:30:00-05:00,183.72000122070312,184.27999877929688,182.8300018310547,182.86990356445312,4329593
2026-02-13 15:00:00-05:00,182.8699951171875,183.41000366210938,182.0500030517578,182.30589294433594,7194270
2026-02-13 15:30:00-05:00,182.2949981689453,183.1199951171875,181.58999633789062,182.78500366210938,11695004
2026-02-17 09:30:00-05:00,181.72000122070312,183.4199981689453,179.2899932861328,179.2899932861328,17687444
2026-02-17 10:00:00-05:00,179.2899932861328,180.94000244140625,179.17999267578125,180.41000366210938,9412311
2026-02-17 10:30:00-05:00,180.39999389648438,181.9600067138672,179.27000427246094,181.79750061035156,8410989
2026-02-17 11:00:00-05:00,181.8300018310547,184.3699951171875,181.75,183.5800018310547,10448275
2026-02-17 11:30:00-05:00,183.57000732421875,184.58999633789062,183.19000244140625,184.08009338378906,7098251
2026-02-17 12:00:00-05:00,184.07000732421875,184.75,183.5749969482422,184.7050018310547,5656792
2026-02-17 12:30:00-05:00,184.7449951171875,184.89999389648438,183.6199951171875,184.8800048828125,6437797
2026-02-17 13:00:00-05:00,184.875,185.5,184.1699981689453,185.35000610351562,5570536
2026-02-17 13:30:00-05:00,185.36000061035156,185.94000244140625,185.0,185.48199462890625,5144721
2026-02-17 14:00:00-05:00,185.47000122070312,186.4499053955078,185.4499969482422,186.41700744628906,4931248
2026-02-17 14:30:00-05:00,186.42999267578125,187.14999389648438,185.77999877929688,185.97000122070312,6587500
2026-02-17 15:00:00-05:00,185.9600067138672,186.1999969482422,185.3300018310547,185.4250030517578,4996487
2026-02-17 15:30:00-05:00,185.3800048828125,185.5,184.36000061035156,184.97999572753906,9243775
2026-02-18 09:30:00-05:00,188.75,189.19000244140625,187.35000610351562,188.75,18401028
2026-02-18 10:00:00-05:00,188.75,190.2299041748047,188.6999969482422,189.77569580078125,27152654
2026-02-18 10:30:00-05:00,189.77000427246094,190.13999938964844,189.25,189.86500549316406,6392355
2026-02-18 11:00:00-05:00,189.86000061035156,190.3699951171875,189.4600067138672,189.77499389648438,5827553
2026-02-18 11:30:00-05:00,189.77000427246094,189.9550018310547,188.7324981689453,188.79010009765625,5395031
2026-02-18 12:00:00-05:00,188.7899932861328,189.46499633789062,188.66000366210938,189.139892578125,5727877
2026-02-18 12:30:00-05:00,189.139892578125,189.3699951171875,188.94769287109375,189.125,3244409
2026-02-18 13:00:00-05:00,189.1300048828125,189.69500732421875,188.89500427246094,188.94000244140625,3460694
2026-02-18 13:30:00-05:00,188.94000244140625,189.02999877929688,188.1999969482422,188.8000030517578,5036186
2026-02-18 14:00:00-05:00,188.8000030517578,189.12989807128906,188.4801025390625,188.56419372558594,4720464
2026-02-18 14:30:00-05:00,188.55499267578125,188.6699981689453,186.96499633789062,187.07510375976562,7255230
2026-02-18 15:00:00-05:00,187.05999755859375,187.4801025390625,186.75999450683594,186.97000122070312,6665246
2026-02-18 15:30:00-05:00,186.9600067138672,188.5,186.91000366210938,187.88999938964844,55898935
2026-02-19 09:30:00-05:00,187.02999877929688,187.38999938964844,185.66000366210938,186.7550048828125,12230705
2026-02-19 10:00:00-05:00,186.72250366210938,188.2899932861328,186.3699951171875,187.6190948486328,8339183
2026-02-19 10:30:00-05:00,187.61000061035156,188.42999267578125,187.16000366210938,187.9199981689453,6766395
2026-02-19 11:00:00-05:00,187.9199981689453,187.99000549316406,186.9199981689453,187.30999755859375,5861652
2026-02-19 11:30:00-05:00,187.3300018310547,187.7899932861328,186.44000244140625,186.68389892578125,5517851
2026-02-19 12:00:00-05:00,186.69000244140625,187.0,186.39999389648438,186.6300048828125,4242579
2026-02-19 12:30:00-05:00,186.6199951171875,186.6750030517578,185.7899932861328,185.9499969482422,4560580
2026-02-19 13:00:00-05:00,185.9499053955078,186.5709991455078,185.85000610351562,186.19940185546875,3993055
2026-02-19 13:30:00-05:00,186.17999267578125,186.75,186.15939331054688,186.71499633789062,3278414
